"성별","연령(5세)별",2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018
"성별","연령(5세)별",사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당)
"여자","60 - 64세",6810,705.3,6393,648.0,6684,645.9,6372,594.7,6046,565.7,5740,544.9,5063,489.6,4841,474.6,4495,434.9,4501,420.0,4508,402.8,4531,391.5,4305,360.3,4397,355.6,4278,332.9,4457,322.2,4839,320.1,4662,288.7,4921,287.7
"여자","65세이상",83043,4053.6,82259,3831.8,85826,3824.0,85282,3636.5,85784,3491.2,86480,3363.1,87195,3242.9,88172,3112.0,87060,2928.8,86841,2815.5,91118,2864.0,92613,2828.3,99042,2916.1,98789,2793.4,99913,2719.7,105381,2769.3,107946,2751.7,112061,2753.8,117744,2779.8
"여자","65 - 69세",9551,1262.2,9464,1185.8,9495,1137.9,9441,1088.4,9184,1017.1,8768,945.3,8438,887.8,8345,834.5,7964,766.5,7585,729.5,7448,725.3,6846,678.2,6275,629.1,5970,589.8,5807,552.7,5797,527.7,5987,526.6,5770,491.1,5829,478.9
"여자","70 - 74세",13656,2462.7,13180,2265.2,13400,2201.1,13223,2084.6,12905,1945.8,12739,1817.4,12559,1690.2,12624,1617.3,12217,1498.0,11998,1406.3,11903,1353.2,11379,1258.5,11987,1256.1,11701,1178.0,10989,1103.7,10738,1089.8,9916,1021.4,9257,962.1,8624,880.6
"여자","75 - 79세",17414,4579.2,17316,4399.7,17758,4376.0,17071,4054.0,17060,3822.4,17525,3672.2,17255,3417.1,17473,3280.8,16676,2977.9,16668,2821.0,17221,2737.3,17211,2565.9,17988,2540.9,17945,2416.3,17536,2247.3,18010,2229.5,17638,2116.8,17686,2002.7,18256,1979.1
"여자","80세이상",42422,11877.5,42299,11334.2,45173,11424.7,45547,10784.1,46635,10488.7,47448,10189.4,48943,9981.4,49730,9560.3,50203,8996.1,50590,8423.0,54546,8445.0,57177,8286.0,62792,8523.5,63173,8013.0,65581,7743.3,70836,7753.2,74405,7577.9,79348,7562.6,85035,7613.8
"여자","80 - 84세",18295,8570.2,17895,8022.7,18885,7965.7,19398,7548.6,19734,7238.2,20004,7026.4,20340,6835.4,19840,6378.1,19232,5853.9,19438,5495.8,20948,5470.1,21515,5257.4,22978,5280.3,22723,4928.7,23294,4751.8,24117,4581.2,25183,4454.5,25939,4320.5,27082,4275.6
"여자","85 - 89세",14398,14047.2,14505,13568.1,15379,13685.1,15134,12964.9,15485,12847.4,15682,12377.6,16240,12025.9,16852,11475.2,17721,10871.1,17699,10052.3,18894,10122.7,20092,10165.8,21482,10261.9,21342,9510.3,22131,9034.6,24592,9174.1,25946,8987.3,27370,8835.0,29241,8835.2
"여자","90세이상",9729,23618.1,9899,22894.5,10909,23745.7,11015,22641.8,11416,22187.0,11762,21675.1,12363,21415.2,13038,20943.1,13250,19922.0,13453,18985.9,14704,19274.2,15570,18720.6,18332,19884.4,19108,18562.4,20156,18035.0,22127,18572.0,23276,18207.6,26039,18726.8,28712,18829.8
"여자","90 - 94세",7099,21808.9,7317,21233.9,8104,21989.2,8191,20955.0,8369,20242.6,8652,19858.6,9200,19880.7,9541,19173.7,9571,18083.9,9637,17176.3,10549,17464.9,11252,17069.3,13003,17734.3,13764,16644.8,14580,16194.2,15874,16614.2,16672,16383.9,18072,16493.9,19634,16468.1
